         2717892 function calls (2667351 primitive calls) in 12.839 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.008    0.008    0.187    0.187 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/gen_nn_ops.py:1(<module>)
        1    0.000    0.000    0.187    0.187 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/multi_process_runner.py:1(<module>)
      166    0.003    0.000    0.186    0.001 /home/mgama1/anaconda3/lib/python3.11/re/_parser.py:979(parse)
        1    0.000    0.000    0.185    0.185 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/__init__.py:1(<module>)
        1    0.008    0.008    0.184    0.184 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/gen_math_ops.py:1(<module>)
        1    0.000    0.000    0.183    0.183 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/__config__.py:1(<module>)
      674    0.007    0.000    0.181    0.000 /home/mgama1/anaconda3/lib/python3.11/traceback.py:217(extract_stack)
     3073    0.020    0.000    0.180    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
9095/8413    0.136    0.000    0.180    0.000 {built-in method __new__ of type object at 0x866780}
     1518    0.027    0.000    0.180    0.000 /home/mgama1/anaconda3/lib/python3.11/textwrap.py:419(dedent)
  563/166    0.011    0.000    0.180    0.001 /home/mgama1/anaconda3/lib/python3.11/re/_parser.py:456(_parse_sub)
        1    0.001    0.001    0.180    0.180 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/__init__.py:1(<module>)
  713/182    0.074    0.000    0.175    0.001 /home/mgama1/anaconda3/lib/python3.11/re/_parser.py:516(_parse)
    17246    0.035    0.000    0.172    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:1035(<genexpr>)
      674    0.003    0.000    0.172    0.000 /home/mgama1/anaconda3/lib/python3.11/traceback.py:372(extract)
        1    0.001    0.001    0.171    0.171 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/python/lite.py:1(<module>)
     2898    0.170    0.000    0.170    0.000 {built-in method io.open_code}
      674    0.033    0.000    0.169    0.000 /home/mgama1/anaconda3/lib/python3.11/traceback.py:394(_extract_from_extended_frame_gen)
      261    0.015    0.000    0.167    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pyarrow/compute.py:120(_decorate_compute_function)
        1    0.000    0.000    0.166    0.166 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v2/experimental/__init__.py:1(<module>)
        1    0.000    0.000    0.165    0.165 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/multi_worker_test_base.py:1(<module>)
        1    0.164    0.164    0.164    0.164 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/python/schema_py_generated.py:7795(L2NormOptionsT)
        1    0.000    0.000    0.164    0.164 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/__init__.py:1(<module>)
        1    0.000    0.000    0.163    0.163 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/__init__.py:1(<module>)
        1    0.000    0.000    0.163    0.163 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/resource_variable_ops.py:1(<module>)
     1319    0.016    0.000    0.160    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:2222(_class_getitem_inner)
        1    0.000    0.000    0.158    0.158 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/ragged/ragged_batch_gather_with_default_op.py:1(<module>)
   305110    0.157    0.000    0.158    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.157    0.157 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/distribute_coordinator.py:1(<module>)
        1    0.001    0.001    0.154    0.154 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v2/experimental/numpy/__init__.py:1(<module>)
        1    0.000    0.000    0.154    0.154 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/training/monitored_session.py:1(<module>)
        1    0.000    0.000    0.150    0.150 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/dist.py:1(<module>)
      800    0.005    0.000    0.150    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/tf_inspect.py:27(signature)
  757/528    0.003    0.000    0.149    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:486(__getitem__)
      314    0.001    0.000    0.148    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/deprecation.py:157(wrapper)
    12803    0.074    0.000    0.148    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/tf_decorator.py:272(unwrap)
      638    0.007    0.000    0.144    0.000 <frozen abc>:105(__new__)
     3734    0.056    0.000    0.144    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/tf_export.py:305(__call__)
        1    0.000    0.000    0.142    0.142 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/ragged/ragged_dispatch.py:1(<module>)
        1    0.000    0.000    0.141    0.141 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/_base_connection.py:1(<module>)
        1    0.001    0.001    0.141    0.141 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/__init__.py:1(<module>)
    20806    0.069    0.000    0.141    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:1304(__setattr__)
        1    0.000    0.000    0.137    0.137 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/util/__init__.py:1(<module>)
     2903    0.135    0.000    0.135    0.000 {method 'read' of '_io.BufferedReader' objects}
     5419    0.014    0.000    0.134    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.132    0.132 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/compat/__init__.py:1(<module>)
    81289    0.122    0.000    0.132    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.131    0.131 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/common/__init__.py:1(<module>)
        1    0.007    0.007    0.130    0.130 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v1/raw_ops/__init__.py:1(<module>)
     5876    0.022    0.000    0.129    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      528    0.015    0.000    0.128    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:665(Union)
        1    0.000    0.000    0.128    0.128 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/multi_process_lib.py:1(<module>)
        1    0.000    0.000    0.127    0.127 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/test.py:1(<module>)
     1319    0.013    0.000    0.127    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:2128(__init__)
     3148    0.017    0.000    0.126    0.000 <frozen importlib._bootstrap>:169(__enter__)
        1    0.000    0.000    0.126    0.126 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/platform/test.py:1(<module>)
        1    0.000    0.000    0.124    0.124 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/hdf5_format.py:1(<module>)
        1    0.000    0.000    0.123    0.123 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/common/dtypes.py:1(<module>)
       97    0.001    0.000    0.123    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pyarrow/compute.py:113(_scrape_options_class_doc)
        1    0.001    0.001    0.122    0.122 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/backend.py:1(<module>)
       97    0.002    0.000    0.122    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/docscrape.py:146(__init__)
        1    0.000    0.000    0.121    0.121 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/compat/pyarrow.py:1(<module>)
        1    0.001    0.001    0.121    0.121 /home/mgama1/anaconda3/lib/python3.11/site-packages/h5py/__init__.py:1(<module>)
        1    0.000    0.000    0.120    0.120 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/common/variables.py:1(<module>)
      115    0.004    0.000    0.118    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/dispatch.py:1053(_add_dispatch_for_unary_elementwise_api)
        1    0.002    0.002    0.118    0.118 /home/mgama1/anaconda3/lib/python3.11/site-packages/pyarrow/__init__.py:1(<module>)
     4203    0.024    0.000    0.117    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
    98169    0.105    0.000    0.117    0.000 {built-in method builtins.hasattr}
      166    0.002    0.000    0.117    0.001 /home/mgama1/anaconda3/lib/python3.11/re/_compiler.py:573(_code)
        1    0.000    0.000    0.115    0.115 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/utils/__init__.py:1(<module>)
      414    0.001    0.000    0.115    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:1697(__call__)
        1    0.000    0.000    0.112    0.112 /home/mgama1/anaconda3/lib/python3.11/site-packages/requests/exceptions.py:1(<module>)
        1    0.004    0.004    0.111    0.111 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/gen_data_flow_ops.py:1(<module>)
        1    0.000    0.000    0.110    0.110 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/util/ssl_.py:1(<module>)
        1    0.000    0.000    0.110    0.110 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/numpy_ops/np_config.py:1(<module>)
        1    0.001    0.001    0.109    0.109 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/variable_scope.py:1(<module>)
        1    0.000    0.000    0.109    0.109 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/ragged/ragged_bincount_ops.py:1(<module>)
        1    0.000    0.000    0.109    0.109 /home/mgama1/anaconda3/lib/python3.11/site-packages/requests/compat.py:1(<module>)
        1    0.001    0.001    0.109    0.109 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/core.py:1(<module>)
        1    0.001    0.001    0.108    0.108 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/weak_tensor_ops.py:1(<module>)
        1    0.000    0.000    0.107    0.107 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/util/url.py:1(<module>)
     7351    0.067    0.000    0.106    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        1    0.000    0.000    0.105    0.105 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/csgraph/__init__.py:1(<module>)
     9703    0.073    0.000    0.102    0.000 /home/mgama1/anaconda3/lib/python3.11/inspect.py:167(get_annotations)
        1    0.001    0.001    0.101    0.101 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/experimental/microfrontend/python/ops/audio_microfrontend_op.py:1(<module>)
        1    0.000    0.000    0.101    0.101 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/indexing.py:1(<module>)
    20752    0.077    0.000    0.100    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        1    0.003    0.003    0.100    0.100 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/standard_ops.py:1(<module>)
      502    0.094    0.000    0.098    0.000 {built-in method builtins.eval}
      399    0.009    0.000    0.098    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/decorator_utils.py:72(add_notice_to_docstring)
    45103    0.078    0.000    0.097    0.000 /home/mgama1/anaconda3/lib/python3.11/inspect.py:3019(<genexpr>)
        1    0.002    0.002    0.097    0.097 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/test_util.py:1(<module>)
        1    0.000    0.000    0.097    0.097 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/dispatch.py:864(decorator)
        1    0.000    0.000    0.096    0.096 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/version.py:1(<module>)
        1    0.000    0.000    0.095    0.095 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/mixed_precision/loss_scale_optimizer.py:1(<module>)
        1    0.000    0.000    0.095    0.095 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/index_tricks.py:1(<module>)
        1    0.000    0.000    0.095    0.095 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/csgraph/_laplacian.py:1(<module>)
 1275/166    0.033    0.000    0.095    0.001 /home/mgama1/anaconda3/lib/python3.11/re/_compiler.py:37(_compile)
        1    0.000    0.000    0.095    0.095 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:1001(version)
        1    0.001    0.001    0.095    0.095 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/sparse_ops.py:1(<module>)
        1    0.000    0.000    0.094    0.094 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/linalg/__init__.py:1(<module>)
      236    0.003    0.000    0.094    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/dispatch.py:508(_add_name_scope_wrapper)
        1    0.000    0.000    0.094    0.094 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/distribute_utils.py:1(<module>)
     5797    0.041    0.000    0.094    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.093    0.093 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/def_function.py:1(<module>)
        1    0.000    0.000    0.093    0.093 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/api.py:1(<module>)
     1791    0.004    0.000    0.092    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.092    0.092 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/ragged/dynamic_ragged_shape.py:1(<module>)
       69    0.003    0.000    0.092    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/deprecation.py:502(deprecated_wrapper)
        1    0.000    0.000    0.092    0.092 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:1(<module>)
        1    0.000    0.000    0.091    0.091 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/text_format.py:1(<module>)
        1    0.003    0.003    0.091    0.091 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/gen_dataset_ops.py:1(<module>)
     2518    0.017    0.000    0.090    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:1265(__init__)
     3093    0.022    0.000    0.090    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
        1    0.000    0.000    0.089    0.089 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/optimizers.py:1(<module>)
        1    0.000    0.000    0.088    0.088 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/load_library.py:31(load_op_library)
        1    0.000    0.000    0.087    0.087 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:975(distribution)
        1    0.000    0.000    0.087    0.087 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:549(from_name)
        7    0.000    0.000    0.087    0.012 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:914(<genexpr>)
        6    0.000    0.000    0.087    0.014 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:812(search)
        1    0.000    0.000    0.086    0.086 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/init_ops.py:1(<module>)
        6    0.000    0.000    0.086    0.014 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/_functools.py:75(wrapper)
        6    0.000    0.000    0.086    0.014 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:821(lookup)
        6    0.011    0.002    0.086    0.014 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:827(__init__)
        1    0.003    0.003    0.085    0.085 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/gen_experimental_dataset_ops.py:1(<module>)
